ID,Question,Intent
07_0034_10,I am looking to find a particular instructor.,Instructors
07_0034_11,I am looking for more info on a professor of mine.,Instructors
07_0034_12,Can you tell me more about professor Charalampos Patrikakis?,Instructors
07_0034_13,Can you tell me more about Christos Drosos?,Instructors
07_0034_14,Where can I find more about Demetrios Cantzos' work?,Instructors
07_0034_15,I want to know more about Dimitrios Kogias,Instructors
07_0034_16,I want to know more about Dimitrios Piromalis.,Instructors
07_0034_17,I'd like to find out more about George Matsopoulos,Instructors
07_0034_18,I'd like to find out more about Georgios Priniotakis,Instructors
07_0034_19,What course does Grigorios Nikolaou teach?,Instructors
07_0034_20,What course does Ioannis Kakkos teach?,Instructors
07_0034_21,I want more info about Kaminaris Stavros,Instructors
07_0034_22,I want more info about Maria Rangoussi.,Instructors
07_0034_23,I am looking for info on Michail Papoutsidakis.,Instructors
07_0034_24,I am looking for info on Michalis Feidakis.,Instructors
07_0034_25,I am looking for info on Nelly Leligou.,Instructors
07_0034_26,"I would love to learn more about my favourite professor, Panagiotis Kasnesis.",Instructors
07_0034_27,What can you tell me about Papageorgas Panagiotis?,Instructors
07_0034_28,What can you tell me about Paraskevi Zacharia?,Instructors
07_0034_29,Where can I find more about Pericles Papadopoulos' work?,Instructors
07_0034_30,What is the background of Psomopoulos Constantinos?,Instructors
07_0034_31,What is the background of Savvas Vassiliadis?,Instructors
07_0034_32,How can I contact Stelios Mitilineos?,Instructors
07_0034_33,How can I contact Theodore Ganetsos?,Instructors
07_0034_34,Who is the director of the programme?,Instructors
07_0034_35,What are the credentials of the professors?,Instructors
08_0034_01,Will there be any guest lecturers?,Invited
08_0034_02,Who are the invited lecturers?,Invited
08_0034_03,Will we hear from anyone beside our professors?,Invited
08_0034_04,"I've heard there are some invited lecturers, who are they?",Invited
08_0034_05,How many guest lecturers are taking part in the programme?,Invited
08_0034_06,How many invited lecturers will ther be?,Invited
08_0034_07,Who are the teachers who are not part of the programme faculty?,Invited
08_0034_08,Can you tell me more about George Verveniotis?,Invited
08_0034_09,Where can I find more about Jim Kyung-Soo Liew?,Invited
08_0034_10,I want to know more about Michael Kounavis,Invited
08_0034_11,I'd like to know more about Neeli R. Prasad,Invited
08_0034_12,I want more info about Nikos Christakis,Invited
08_0034_13,Tell me more about Saeid Abolfazli.,Invited
08_0034_14,Can you tell me more about San Murugesan?,Invited
08_0034_15,I am looking for info on Sorin Adam Matei,Invited
08_0034_16,I am looking for info on Spyros Polykalas.,Invited
08_0034_17,What can you tell me about Vassilios Tzerpos?,Invited
08_0034_18,What can you tell me about George Verveniotis?,Invited
08_0034_19,Who is Jim Kyung-Soo Liew?,Invited
08_0034_20,Who is Michael Kounavis?,Invited
08_0034_21,I am looking for info on Neeli R. Prasad,Invited
08_0034_22,How can I contact Nikos Christakis?,Invited
08_0034_23,How can I contact Saeid Abolfazli?,Invited
08_0034_24,What can you tell me about San Murugesan?,Invited
08_0034_25,What is the background of Sorin Adam Matei?,Invited
08_0034_26,What can you tell me about Spyros Polykalas?,Invited
08_0034_27,What is the background of Vassilios Tzerpos?,Invited
09_0034_01,Where can I find the student registry?,Registry
09_0034_02,Can you take me to the student registry?,Registry
09_0034_03,I am looking for the student registry.,Registry
09_0034_04,I am looking for the registrar,Registry
09_0034_05,I would like to choose this semester's courses.,Registry
09_0034_06,I'd like to register for this semester's courses.,Registry
09_0034_07,I want to submit my course registration.,Registry
09_0034_08,Where is the link to assess my professors?,Registry
09_0034_09,I am looking for the course assessments.,Registry
09_0034_10,I want to submit an assessment.,Registry
09_0034_11,Can I see my university profile?,Registry
09_0034_12,I want to see my student profile.,Registry
09_0034_13,Where can I see my student info?,Registry
09_0034_14,Where can I see my past grades?,Registry
09_0034_15,Is there a list of past grades?,Registry
09_0034_16,Which courses have I already passed?,Registry
09_0034_17,Can you tell me how many courses I have left for graduation?,Registry
09_0034_18,Where can I see a history of passed classes and their grades?,Registry
09_0034_19,What are the exact dates for the exams of this semester's courses?,Registry
09_0034_20,Is there an exam calendar?,Registry
09_0034_21,Can I see more information about my studies?,Registry
09_0034_22,I would like to see course info personalised for me.,Registry
09_0034_23,Show me my student info.,Registry
09_0034_24,Is there a website for university services?,Registry
09_0034_25,Can I register for courses online?,Registry
09_0034_26,Can I get some of my personal info without bothering the secretariat?,Registry
09_0034_27,Are there some beareaucratic procedures which I can do myself?,Registry
09_0034_28,Where can I see my status as a student?,Registry
09_0034_29,Where can I see my average grade so far?,Registry
09_0034_30,Can you show me my grade average?,Registry
09_0034_31,How do I know how many ECTS I have gathered?,Registry
09_0034_32,What are my current ECTS?,Registry
09_0034_33,What grade am I going to graduate with?,Registry
09_0034_34,What will be the grade on my diploma?,Registry
1_0035,Where is the cat?,Irrelevant
2_0035,Where is the uni gym?,Irrelevant
3_0035,Who is the rector of uniwa?,Irrelevant
4_0035,Can I learn chinese?,Irrelevant
5_0035,What is Python?,Irrelevant
6_0035,Is C faster than Python?,Irrelevant
7_0035,Which is the capital of Greece?,Irrelevant
8_0035,How to install Jupyter on windows?,Irrelevant
9_0035,Who are the members of Monty Pythons?,Irrelevant
10_0035,What is the meaning of life?,Irrelevant
11_0035,Are there sport facilities?,Irrelevant
12_0035,Is there a swimming pool?,Irrelevant
13_0035,Do you offer free launch for students?,Irrelevant
14_0035,What is Deep Mind?,Irrelevant
15_0035,Can a computer beat Bobby Fischer?,Irrelevant
16_0035,How a machines can learn?,Irrelevant
17_0035,Where can i find free AI books?,Irrelevant
18_0035,Are there any job vaccancies?,Irrelevant
19_0035,What is deep diving?,Irrelevant
20_0035,Are there any open applications?,Applications
21_0035,When shall I apply for the master?,Applications
22_0035,application deadlines,Applications
23_0035,Which is the application process?,Applications
24_0035,How to apply,Applications
25_0035,How can I apply?,Applications
26_0035,where is the application form?,Applications
27_0035,application form,Applications
28_0035,application documents?,Applications
29_0035,what docs candidate file contains?,Applications
30_0035,What documents should I sumbit?,Applications
31_0035,how to submit application documents,Applications
32_0035,How the canditate file is assesed?,Applications
33_0035,do I need research experience for applying,Applications
34_0035,what degrees do I need for applying?,Applications
35_0035,is there an interview?,Applications
36_0035,is there a deadline for applications?,Applications
37_0035,when admissions are announced?,Applications
38_0035,how many admissions exist,Applications
39_0035,how many applicants are admitted?,Applications
40_0035,where is the aidl call for applicants?,Applications
41_0035,where is the master's invitation?,Applications
42_0035,call for applicants?,Applications
43_0035,where is the applicants invitation,Applications
44_0035,where to find the detailed aidl call?,Applications
45_0035,where is the campus?,Contact
46_0035,is there contact form?,Contact
47_0035,which is the address?,Contact
48_0035,where do lessons take place?,Contact
49_0035,where aidl is located?,Contact
50_0035,which is the email of aidl?,Contact
51_0035,is there a contact email?,Contact
52_0035,is there a telephone number?,Contact
53_0035,where may I call for info?,Contact
54_0035,where is the administration of aidl?,Contact
55_0035,where is the administration?,Contact
56_0035,where is the progam;s secretariat,Contact
57_0035,which is the phone number of the secretary,Contact
58_0035,how can I contact students affairs,Contact
59_0035,where is the uni?,Contact
60_0035,where do lessons take place?,Contact
61_0035,where to find contact info?,Contact
62_0035,who shall I call for more info?,Contact
63_0035,where to send an email?,Contact
64_0035,which are the working hours of administration office?,Contact
65_0035,which is the program outline?,Curriculum
66_0035,which are the courses?,Curriculum
67_0035,what courses are taught?,Curriculum
68_0035,how much ECTS per course?,Curriculum
69_0035,what courses are offered?,Curriculum
70_0035,aidl courses,Curriculum
71_0035,which are the program lessons?,Curriculum
72_0035,what is taught?,Curriculum
73_0035,Is there a detailed decsiption of the courses?,Curriculum
74_0035,Where is the syllabus?,Curriculum
75_0035,What is the content of the courses?,Curriculum
76_0035,Are there any projects?,Curriculum
77_0035,what is the courses duration?,Curriculum
